"PDF","PMID","OUTCOME","COMMENTS","PAGE","LAYOUT","ARMS","ARMS_WITH_N","LINES","VARIABLES","CONTINUOUS","SKIPPED","SECONDS"
"bja/2008/8.6.pdf",NA,"successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 10 table lines -> 4 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",3,0,10,4,2,1,0.97
"bja/2008/9.2.pdf",NA,"successfully parsed","Table page 2 (single layout); 4 arm(s), 0 with N; 5 table lines -> 2 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"single",4,0,5,2,0,1,0.89
"bja/2009/1.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 19 table lines -> 7 variables (3 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",3,0,19,7,3,3,0.98
"bja/2009/10.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2009/10.3.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.65
"bja/2009/10.5.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 11 table lines -> 4 variables (4 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,0,11,4,4,2,0.84
"bja/2009/10.7.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (1 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,0,4,2,1,3,0.66
"bja/2009/12.1.pdf",NA,"successfully parsed","Table page 3 (columns layout); 6 arm(s), 0 with N; 11 table lines -> 6 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",6,0,11,6,0,1,1.02
"bja/2009/12.4.pdf",NA,"successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (1 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"columns",2,0,6,3,1,7,1.07
"bja/2009/2.4.pdf",NA,"successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 10 table lines -> 5 variables (5 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.7 s",2,"columns",2,0,10,5,5,2,0.73
"bja/2009/2.5.pdf",NA,"successfully parsed","Table page 5 (single layout); 3 arm(s), 0 with N; 29 table lines -> 15 variables (10 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"single",3,0,29,15,10,0,1.03
"bja/2009/5.1 retracted.pdf","19336536","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2009/5.1 retracted.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.52
"bja/2009/6.4.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2009/6.4.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.82
"bja/2009/6.5.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2009/6.5.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.85
"bja/2009/8.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2009/8.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.62
"bja/2009/9.7.pdf",NA,"successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 8 table lines -> 4 variables (0 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 0.8 s",4,"columns",2,0,8,4,0,10,0.82
"bja/2010/10.6.pdf",NA,"successfully parsed","Table page 5 (columns layout); 2 arm(s), 0 with N; 7 table lines -> 6 variables (1 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"columns",2,0,7,6,1,2,1.03
"bja/2010/10.7.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 8 table lines -> 8 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,0,8,8,0,5,0.97
"bja/2010/2.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2010/2.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.84
"bja/2010/2.3.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 39 table lines -> 13 variables (12 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",3,0,39,13,12,3,1.21
"bja/2010/3.1.pdf",NA,"successfully parsed","Table page 3 (single layout); 3 arm(s), 1 with N; 3 table lines -> 2 variables (0 continuous rows); 17 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",3,1,3,2,0,17,1.03
"bja/2010/3.5.pdf",NA,"successfully parsed","Table page 4 (single layout); 7 arm(s), 0 with N; 21 table lines -> 3 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"single",7,0,21,3,0,4,0.92
"bja/2010/6.2.pdf",NA,"successfully parsed","Table page 4 (single layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 0.8 s",4,"single",2,0,6,3,3,10,0.76
"bja/2011/11.2.pdf",NA,"successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 5 table lines -> 2 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",4,0,5,2,0,2,1.02
"bja/2011/11.3.pdf",NA,"successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 9 table lines -> 5 variables (2 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",4,0,9,5,2,4,1.19
"bja/2011/2.2.pdf",NA,"successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",2,0,2,1,0,1,1.09
"bja/2011/2.3.pdf",NA,"successfully parsed","Table page 3 (single layout); 7 arm(s), 0 with N; 9 table lines -> 5 variables (0 continuous rows); 16 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",7,0,9,5,0,16,1.28
"bja/2011/2.6.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2011/2.6.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.08
"bja/2011/4.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2011/4.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.11
"bja/2011/5.1.pdf",NA,"successfully parsed","Table page 3 (single layout); 2 arm(s), 1 with N; 2 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",2,1,2,1,0,1,1.01
"bja/2011/5.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2011/5.3.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.99
"bja/2011/6.1.pdf",NA,"successfully parsed","Table page 5 (columns layout); 1 arm(s), 0 with N; 34 table lines -> 34 variables (34 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"columns",1,0,34,34,34,6,1.05
"bja/2011/6.2.pdf",NA,"successfully parsed","Table page 6 (single layout); 4 arm(s), 0 with N; 4 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.4 s",6,"single",4,0,4,1,0,3,1.45
"bja/2011/6.5.pdf",NA,"successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"columns",2,0,2,1,0,3,0.99
"bja/2011/8.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2011/8.1.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.92
"bja/2011/8.2.pdf",NA,"successfully parsed","Table page 3 (single layout); 4 arm(s), 2 with N; 9 table lines -> 4 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",4,2,9,4,0,7,1.01
"bja/2011/8.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2011/8.3.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.11
"bja/2011/8.6.pdf",NA,"successfully parsed","Table page 5 (columns layout); 2 arm(s), 0 with N; 18 table lines -> 9 variables (5 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 1.4 s",5,"columns",2,0,18,9,5,8,1.42
"bja/2011/8.7.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 12 table lines -> 10 variables (9 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.5 s",3,"columns",2,0,12,10,9,5,1.46
"bja/2011/9.4.pdf",NA,"successfully parsed","Table page 4 (single layout); 5 arm(s), 0 with N; 5 table lines -> 1 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",5,0,5,1,0,2,1.21
"bja/2012/2.3.pdf",NA,"successfully parsed","Table page 7 (single layout); 2 arm(s), 0 with N; 3 table lines -> 2 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",7,"single",2,0,3,2,0,4,1.06
"bja/2012/2.4.pdf",NA,"successfully parsed","Table page 4 (columns layout); 3 arm(s), 1 with N; 2 table lines -> 1 variables (1 continuous rows); 11 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"columns",3,1,2,1,1,11,1.38
"bja/2012/4.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/bja/2012/4.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.83
"bja/2012/4.3.pdf",NA,"successfully parsed","Table page 6 (single layout); 3 arm(s), 2 with N; 11 table lines -> 5 variables (0 continuous rows); 13 line(s) skipped as unusable; heuristic engine, 1.3 s",6,"single",3,2,11,5,0,13,1.32
"CJA/2002/11.5.pdf",NA,"successfully parsed","Table page 3 (columns layout); 1 arm(s), 0 with N; 5 table lines -> 5 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",1,0,5,5,3,0,0.8
"CJA/2002/12.3.pdf",NA,"successfully parsed","Table page 4 (single layout); 4 arm(s), 3 with N; 31 table lines -> 10 variables (6 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",4,3,31,10,6,2,1.07
"CJA/2002/12.6.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,2,1,0,7,0.94
"CJA/2002/12.7.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2002/12.7.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.85
"CJA/2002/2.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2002/2.3.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.7
"CJA/2002/4.1.pdf",NA,"successfully parsed","Table page 5 (columns layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",5,"columns",2,2,4,2,0,3,1.16
"CJA/2002/5.4.pdf",NA,"successfully parsed","Table page 4 (single layout); 4 arm(s), 2 with N; 16 table lines -> 4 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",4,"single",4,2,16,4,4,1,0.74
"CJA/2002/8.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2002/8.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.76
"CJA/2002/9.1.pdf",NA,"successfully parsed","Table page 3 (single layout); 6 arm(s), 0 with N; 30 table lines -> 6 variables (6 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",6,0,30,6,6,1,0.78
"CJA/2002/9.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2002/9.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.78
"CJA/2003/12.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2003/12.1.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.78
"CJA/2003/2.4.pdf",NA,"successfully parsed","Table page 1 (columns layout); 1 arm(s), 0 with N; 1 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",1,"columns",1,0,1,1,0,1,0.69
"CJA/2003/2.6.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2003/2.6.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.91
"CJA/2003/3.4.pdf",NA,"successfully parsed","Table page 4 (single layout); 3 arm(s), 3 with N; 55 table lines -> 19 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"single",3,3,55,19,8,0,1.52
"CJA/2003/4.5.pdf",NA,"successfully parsed","Table page 3 (single layout); 4 arm(s), 4 with N; 4 table lines -> 1 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",4,4,4,1,0,6,0.93
"CJA/2003/5.6.pdf",NA,"successfully parsed","Table page 2 (columns layout); 1 arm(s), 0 with N; 4 table lines -> 4 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",2,"columns",1,0,4,4,2,1,0.67
"CJA/2003/8.1.pdf",NA,"successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 9 table lines -> 3 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",3,0,9,3,3,1,0.81
"CJA/2004/1.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 20 table lines -> 10 variables (6 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",2,2,20,10,6,1,1.21
"CJA/2004/1.4.pdf",NA,"successfully parsed","Table page 2 (single layout); 4 arm(s), 0 with N; 35 table lines -> 12 variables (6 continuous rows); 17 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"single",4,0,35,12,6,17,0.75
"CJA/2004/12.2.pdf",NA,"successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 9 table lines -> 2 variables (0 continuous rows); 11 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",5,0,9,2,0,11,1.14
"CJA/2004/2.1.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,16,8,6,0,0.92
"CJA/2004/2.4.pdf",NA,"successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 72 table lines -> 18 variables (0 continuous rows); 20 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",4,0,72,18,0,20,0.89
"CJA/2004/4.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2004/4.2.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.68
"CJA/2004/8.1.pdf",NA,"successfully parsed","Table page 3 (columns layout); 4 arm(s), 4 with N; 20 table lines -> 5 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",4,4,20,5,3,0,1.02
"CJA/2004/8.8.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,2,1,0,5,0.97
"CJA/2005/12.1.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 1 with N; 13 table lines -> 9 variables (8 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",3,1,13,9,8,2,1.04
"CJA/2005/6.1.pdf",NA,"successfully parsed","Table page 3 (single layout); 5 arm(s), 4 with N; 52 table lines -> 12 variables (1 continuous rows); 12 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",5,4,52,12,1,12,1.06
"CJA/2005/8.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2005/8.1.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.73
"CJA/2006/10.1 nishiyama.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2006/10.1 nishiyama.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.79
"CJA/2006/11.1.pdf",NA,"successfully parsed","Table page 4 (columns layout); 3 arm(s), 3 with N; 12 table lines -> 4 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"columns",3,3,12,4,0,3,1.12
"CJA/2006/2.1 nishiyama.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/CJA/2006/2.1 nishiyama.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.69
"CJA/2006/5.3.pdf",NA,"successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 8 table lines -> 8 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"columns",2,0,8,8,4,1,0.62
"CJA/2006/6.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",2,2,10,5,4,1,0.82
"CJA/2006/7.2.pdf",NA,"successfully parsed","Table page 6 (columns layout); 1 arm(s), 0 with N; 20 table lines -> 20 variables (20 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.6 s",6,"columns",1,0,20,20,20,5,1.6
"CJA/2006/9.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 12 table lines -> 4 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",3,3,12,4,3,0,1.04
"CJA/2007/11.3.pdf",NA,"successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 14 table lines -> 7 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",4,"columns",2,2,14,7,2,1,0.85
"CJA/2007/5.3.pdf",NA,"successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"columns",2,2,4,2,0,3,0.92
"CJA/2008/8.1.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,4,2,0,6,0.96
"CJA/2009/2.1.pdf",NA,"successfully parsed","Table page 4 (single layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"single",2,2,2,1,0,5,1.03
"eja/2002/10.1.pdf","12463384","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/10.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2002/10.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/10.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2002/11.1.pdf","12442928","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.41
"eja/2002/11.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2002/11.3.pdf","12442930","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2002/11.4.pdf","12442931","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.42
"eja/2002/11.5.pdf","12442932","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2002/11.6.pdf","12442934","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/11.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2002/9.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/9.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.41
"eja/2002/9.2.pdf","12243290","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/9.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.35
"eja/2002/9.3.pdf","12243291","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2002/9.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/1.1.pdf","12553384","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/1.2.pdf","12553385","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.34
"eja/2003/1.3.pdf","12557834","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/1.4.pdf","12553389","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/1.5.pdf","12553390","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/1.6.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/1.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/10.1.pdf","14580051","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/10.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/10.2.pdf","14580052","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/10.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/10.3.pdf","14580053","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/10.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/10.4.pdf","14580054","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/10.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/11.1.pdf","14649340","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/11.2.pdf","14649341","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/11.3.pdf","14649342","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/11.4.pdf","14649343","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/11.5.pdf","14649345","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/11.6.pdf","14649346","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.35
"eja/2003/11.7.pdf","14649347","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/11.7.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/12.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/12.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/12.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/12.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/12.3.pdf","14690098","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/12.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/12.4.pdf","14690100","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/12.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
