"PDF","PMID","OUTCOME","COMMENTS","PAGE","LAYOUT","ARMS","ARMS_WITH_N","LINES","VARIABLES","CONTINUOUS","SKIPPED","SECONDS"
"PMID_18835885.pdf","18835885","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 18 table lines -> 9 variables (7 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,0,18,9,7,2,1.09
"PMID_18835965.pdf","18835965","successfully parsed","Table page 5 (single layout); 6 arm(s), 4 with N; 16 table lines -> 4 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",5,"single",6,4,16,4,4,0,1.51
"PMID_18845650.pdf","18845650","successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 8 table lines -> 4 variables (2 continuous rows); 14 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",3,0,8,4,2,14,1.08
"PMID_18922850.pdf","18922850","successfully parsed","Table page 5 (single layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (1 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",5,"single",2,0,4,2,1,3,1.11
"PMID_18922851.pdf","18922851","successfully parsed","Table page 5 (single layout); 11 arm(s), 0 with N; 11 table lines -> 2 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",5,"single",11,0,11,2,0,1,1.33
"PMID_18946293.pdf","18946293","successfully parsed","Table page 5 (columns layout); 2 arm(s), 2 with N; 22 table lines -> 12 variables (12 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.5 s",5,"columns",2,2,22,12,12,1,1.52
"PMID_18946298.pdf","18946298","successfully parsed","Table page 4 (single layout); 4 arm(s), 4 with N; 32 table lines -> 8 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"single",4,4,32,8,8,0,1.35
"PMID_18946302.pdf","18946302","successfully parsed","Table page 3 (columns layout); 1 arm(s), 0 with N; 3 table lines -> 3 variables (2 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",1,0,3,3,2,2,1.07
"PMID_18987053.pdf","18987053","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 14 table lines -> 7 variables (6 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,0,14,7,6,3,1.09
"PMID_18987057.pdf","18987057","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 65 table lines -> 21 variables (19 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",4,0,65,21,19,3,1.25
"PMID_19004914.pdf","19004914","successfully parsed","Table page 6 (single layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (2 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",6,"single",2,0,4,2,2,0,0.95
"PMID_19011261.pdf","19011261","successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 22 table lines -> 12 variables (7 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",4,0,22,12,7,10,1.41
"PMID_19022794.pdf","19022794","successfully parsed","Table page 2 (columns layout); 1 arm(s), 0 with N; 5 table lines -> 5 variables (3 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"columns",1,0,5,5,3,7,0.95
"PMID_19028707.pdf","19028707","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 14 table lines -> 7 variables (7 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",2,0,14,7,7,2,1.19
"PMID_19032300.pdf","19032300","successfully parsed","Table page 5 (single layout); 5 arm(s), 2 with N; 5 table lines -> 1 variables (0 continuous rows); 13 line(s) skipped as unusable; heuristic engine, 1.4 s",5,"single",5,2,5,1,0,13,1.35
"PMID_19034105.pdf","19034105","successfully parsed","Table page 4 (single layout); 5 arm(s), 5 with N; 50 table lines -> 10 variables (10 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.9 s",4,"single",5,5,50,10,10,0,1.88
"PMID_19034108.pdf","19034108","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 12 table lines -> 6 variables (5 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",2,0,12,6,5,4,1.13
"PMID_19050084.pdf","19050084","successfully parsed","Table page 4 (columns layout); 6 arm(s), 0 with N; 7 table lines -> 2 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"columns",6,0,7,2,0,7,1.05
"PMID_19050085.pdf","19050085","successfully parsed","Table page 5 (columns layout); 2 arm(s), 1 with N; 25 table lines -> 21 variables (6 continuous rows); 19 line(s) skipped as unusable; heuristic engine, 1.3 s",5,"columns",2,1,25,21,6,19,1.34
"PMID_19074154.pdf","19074154","successfully parsed","Table page 1 (columns layout); 1 arm(s), 0 with N; 2 table lines -> 2 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.6 s",1,"columns",1,0,2,2,0,1,0.57
"PMID_19087000.pdf","19087000","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,8,4,4,0,0.92
"PMID_19087002.pdf","19087002","successfully parsed","Table page 2 (single layout); 6 arm(s), 0 with N; 24 table lines -> 4 variables (4 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"single",6,0,24,4,4,4,1.03
"PMID_19104167.pdf","19104167","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.5 s",4,"columns",2,2,10,5,5,0,1.47
"PMID_19104182.pdf","19104182","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 20 table lines -> 10 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"columns",2,2,20,10,8,0,1.34
"PMID_19112061.pdf","19112061","successfully parsed","Table page 4 (single layout); 6 arm(s), 5 with N; 8 table lines -> 2 variables (1 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"single",6,5,8,2,1,2,1
"PMID_19122548.pdf","19122548","successfully parsed","Table page 4 (single layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"single",2,2,4,2,0,3,1.29
"PMID_19122550.pdf","19122550","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"columns",2,0,2,1,0,6,0.87
"PMID_19122552.pdf","19122552","successfully parsed","Table page 3 (single layout); 4 arm(s), 4 with N; 10 table lines -> 4 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",4,4,10,4,4,0,1.14
"PMID_19122553.pdf","19122553","successfully parsed","Table page 4 (single layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 9 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",2,2,2,1,0,9,1.16
"PMID_19122556.pdf","19122556","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",2,0,2,1,0,4,1.23
"PMID_19138914.pdf","19138914","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 14 table lines -> 7 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,2,14,7,4,0,1.1
"PMID_19138915.pdf","19138915","successfully parsed","Table page 4 (columns layout); 3 arm(s), 2 with N; 17 table lines -> 7 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"columns",3,2,17,7,0,5,1.45
"PMID_19142083.pdf","19142083","successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 3 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",3,0,3,1,0,1,1.28
"PMID_19142085.pdf","19142085","successfully parsed","Table page 2 (columns layout); 4 arm(s), 3 with N; 7 table lines -> 2 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"columns",4,3,7,2,0,2,1.06
"PMID_19143690.pdf","19143690","successfully parsed","Table page 3 (single layout); 5 arm(s), 5 with N; 40 table lines -> 8 variables (8 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",5,5,40,8,8,3,1.16
"PMID_19151048.pdf","19151048","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 26 table lines -> 13 variables (4 continuous rows); 13 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"columns",2,2,26,13,4,13,1.09
"PMID_19151049.pdf","19151049","successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 12 table lines -> 3 variables (1 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",4,0,12,3,1,2,1.04
"PMID_19151052.pdf","19151052","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (1 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,0,2,1,1,2,0.74
"PMID_19168857.pdf","19168857","successfully parsed","Table page 4 (single layout); 1 arm(s), 0 with N; 1 table lines -> 1 variables (0 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",4,"single",1,0,1,1,0,0,0.82
"PMID_19176534.pdf","19176534","successfully parsed","Table page 5 (columns layout); 2 arm(s), 0 with N; 20 table lines -> 10 variables (7 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.2 s",5,"columns",2,0,20,10,7,1,1.2
"PMID_19189982.pdf","19189982","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_19189982.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.9
"PMID_19189986.pdf","19189986","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 8 table lines -> 4 variables (1 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"columns",2,0,8,4,1,5,0.94
"PMID_19193652.pdf","19193652","successfully parsed","Table page 4 (columns layout); 1 arm(s), 1 with N; 7 table lines -> 7 variables (2 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"columns",1,1,7,7,2,2,1.26
"PMID_19194157.pdf","19194157","successfully parsed","Table page 9 (single layout); 5 arm(s), 0 with N; 70 table lines -> 14 variables (14 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 2.1 s",9,"single",5,0,70,14,14,1,2.14
"PMID_19233881.pdf","19233881","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_19233881.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.82
"PMID_19237874.pdf","19237874","successfully parsed","Table page 2 (single layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.8 s",2,"single",2,2,16,8,3,1,1.77
"PMID_19237980.pdf","19237980","successfully parsed","Table page 2 (single layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"single",2,2,2,1,0,6,0.97
"PMID_19237984.pdf","19237984","successfully parsed","Table page 3 (single layout); 3 arm(s), 2 with N; 3 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",3,2,3,1,0,3,1.38
"PMID_19244696.pdf","19244696","successfully parsed","Table page 2 (columns layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"columns",2,2,2,1,0,2,1.06
"PMID_19246457.pdf","19246457","successfully parsed","Table page 5 (single layout); 3 arm(s), 0 with N; 12 table lines -> 4 variables (0 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 1.2 s",5,"single",3,0,12,4,0,10,1.18
"PMID_19247742.pdf","19247742","successfully parsed","Table page 5 (single layout); 3 arm(s), 2 with N; 18 table lines -> 9 variables (8 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",5,"single",3,2,18,9,8,1,1.33
"PMID_19262392.pdf","19262392","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 3 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",3,3,3,1,0,3,0.91
"PMID_19282299.pdf","19282299","successfully parsed","Table page 2 (single layout); 4 arm(s), 0 with N; 13 table lines -> 4 variables (2 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"single",4,0,13,4,2,4,1.07
"PMID_19300267.pdf","19300267","successfully parsed","Table page 3 (single layout); 3 arm(s), 2 with N; 9 table lines -> 4 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",3,2,9,4,0,2,1.37
"PMID_19302634.pdf","19302634","successfully parsed","Table page 5 (single layout); 4 arm(s), 2 with N; 24 table lines -> 6 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.2 s",5,"single",4,2,24,6,6,0,1.18
"PMID_19302635.pdf","19302635","successfully parsed","Table page 2 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,2,6,3,3,1,0.79
"PMID_19302638.pdf","19302638","successfully parsed","Table page 4 (single layout); 3 arm(s), 3 with N; 60 table lines -> 20 variables (18 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"single",3,3,60,20,18,3,1.27
"PMID_19302639.pdf","19302639","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (1 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",2,0,2,1,1,0,0.78
"PMID_19302641.pdf","19302641","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,4,2,2,1,1.02
"PMID_19302649.pdf","19302649","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",2,2,8,4,4,2,1.25
"PMID_19307970.pdf","19307970","successfully parsed","Table page 4 (columns layout); 3 arm(s), 0 with N; 15 table lines -> 5 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"columns",3,0,15,5,5,0,1.02
"PMID_19307972.pdf","19307972","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_19307972.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.09
"PMID_19329467.pdf","19329467","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_19329467.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.76
"PMID_19336535.pdf","19336535","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 7 table lines -> 2 variables (1 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",4,0,7,2,1,3,1.22
"PMID_19336538.pdf","19336538","successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 13 table lines -> 3 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",5,0,13,3,0,6,0.93
"PMID_19340492.pdf","19340492","successfully parsed","Table page 5 (single layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.4 s",5,"single",2,2,8,4,3,1,1.42
"PMID_19352162.pdf","19352162","successfully parsed","Table page 3 (single layout); 6 arm(s), 0 with N; 18 table lines -> 3 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",6,0,18,3,3,0,0.94
"PMID_19352163.pdf","19352163","successfully parsed","Table page 3 (single layout); 4 arm(s), 1 with N; 32 table lines -> 12 variables (11 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",4,1,32,12,11,2,1.25
"PMID_19352169.pdf","19352169","successfully parsed","Table page 5 (columns layout); 2 arm(s), 2 with N; 10 table lines -> 5 variables (5 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.5 s",5,"columns",2,2,10,5,5,3,1.52
"PMID_19352186.pdf","19352186","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",2,2,4,2,0,3,0.95
"PMID_19352187.pdf","19352187","successfully parsed","Table page 3 (single layout); 3 arm(s), 3 with N; 3 table lines -> 1 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",3,3,3,1,0,7,1.09
"PMID_19367170.pdf","19367170","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 3 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"columns",3,3,3,1,0,5,1.25
"PMID_19367171.pdf","19367171","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_19367171.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.99
"PMID_19373095.pdf","19373095","successfully parsed","Table page 5 (columns layout); 4 arm(s), 3 with N; 4 table lines -> 1 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.6 s",5,"columns",4,3,4,1,0,1,1.62
"PMID_19376787.pdf","19376787","successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 12 table lines -> 4 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"single",3,0,12,4,2,1,1.29
"PMID_19376789.pdf","19376789","successfully parsed","Table page 4 (single layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",2,0,6,3,3,3,1.11
"PMID_19384232.pdf","19384232","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",2,0,2,1,0,7,1.03
"PMID_19387173.pdf","19387173","successfully parsed","Table page 4 (single layout); 5 arm(s), 3 with N; 56 table lines -> 22 variables (4 continuous rows); 17 line(s) skipped as unusable; heuristic engine, 2.0 s",4,"single",5,3,56,22,4,17,1.96
"PMID_19395973.pdf","19395973","successfully parsed","Table page 3 (single layout); 8 arm(s), 2 with N; 8 table lines -> 1 variables (0 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",8,2,8,1,0,6,1.12
"PMID_19396507.pdf","19396507","successfully parsed","Table page 4 (single layout); 2 arm(s), 2 with N; 36 table lines -> 18 variables (16 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"single",2,2,36,18,16,0,1.17
"PMID_19401659.pdf","19401659","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 3 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.3 s",3,"columns",3,3,3,1,0,5,1.28
